message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=6.175462])";"30";"turtlesim2.sim";"1696501495.864213822";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=6.175462])";"30";"turtlesim1.sim";"1696501495.848352023";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=6.143464])";"30";"turtlesim2.sim";"1696501495.847916123";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=6.143464])";"30";"turtlesim1.sim";"1696501495.832440624";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=6.111467])";"30";"turtlesim2.sim";"1696501495.832246724";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=6.111467])";"30";"turtlesim1.sim";"1696501495.816825725";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=6.079470])";"30";"turtlesim2.sim";"1696501495.816415025";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=6.079470])";"30";"turtlesim1.sim";"1696501495.801143026";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=6.047473])";"30";"turtlesim3.sim";"1696501495.367696155";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=6.015476])";"30";"turtlesim3.sim";"1696501495.351844456";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.983478])";"30";"turtlesim3.sim";"1696501495.335008557";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.951481])";"30";"turtlesim3.sim";"1696501495.319706058";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.919484])";"30";"turtlesim3.sim";"1696501495.303516659";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.887487])";"30";"turtlesim3.sim";"1696501495.287416960";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.855490])";"30";"turtlesim3.sim";"1696501495.271674661";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=6.047473])";"30";"turtlesim2.sim";"1696501495.256085662";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.823492])";"30";"turtlesim3.sim";"1696501495.255114462";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=6.047473])";"30";"turtlesim1.sim";"1696501495.240612163";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=6.015476])";"30";"turtlesim2.sim";"1696501495.240591463";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.791495])";"30";"turtlesim3.sim";"1696501495.239453163";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=6.015476])";"30";"turtlesim1.sim";"1696501495.225088364";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.983478])";"30";"turtlesim2.sim";"1696501495.224717864";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.759498])";"30";"turtlesim3.sim";"1696501495.223723764";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.983478])";"30";"turtlesim1.sim";"1696501495.208585765";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.951481])";"30";"turtlesim2.sim";"1696501495.208432665";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.727501])";"30";"turtlesim3.sim";"1696501495.207124865";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.951481])";"30";"turtlesim1.sim";"1696501495.192340166";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.919484])";"30";"turtlesim2.sim";"1696501495.192310066";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.695503])";"30";"turtlesim3.sim";"1696501495.191382866";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.919484])";"30";"turtlesim1.sim";"1696501495.176455367";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.887487])";"30";"turtlesim2.sim";"1696501495.176399467";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.663506])";"30";"turtlesim3.sim";"1696501495.175159667";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.887487])";"30";"turtlesim1.sim";"1696501495.160830368";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.855490])";"30";"turtlesim2.sim";"1696501495.160424368";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.631509])";"30";"turtlesim3.sim";"1696501495.159568768";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.855490])";"30";"turtlesim1.sim";"1696501495.144710769";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.823492])";"30";"turtlesim2.sim";"1696501495.143623869";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.599512])";"30";"turtlesim3.sim";"1696501495.143201069";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.823492])";"30";"turtlesim1.sim";"1696501495.128725570";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.791495])";"30";"turtlesim2.sim";"1696501495.128412870";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.567515])";"30";"turtlesim3.sim";"1696501495.127517170";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.791495])";"30";"turtlesim1.sim";"1696501495.112908371";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.759498])";"30";"turtlesim2.sim";"1696501495.111868971";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.535517])";"30";"turtlesim3.sim";"1696501495.110876671";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.759498])";"30";"turtlesim1.sim";"1696501495.096630072";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.727501])";"30";"turtlesim2.sim";"1696501495.096444472";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.503520])";"30";"turtlesim3.sim";"1696501495.095647172";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.695503])";"30";"turtlesim2.sim";"1696501495.080457473";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.727501])";"30";"turtlesim1.sim";"1696501495.080485573";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.471523])";"30";"turtlesim3.sim";"1696501495.079094974";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.695503])";"30";"turtlesim1.sim";"1696501495.065216774";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.663506])";"30";"turtlesim2.sim";"1696501495.063939975";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.439526])";"30";"turtlesim3.sim";"1696501495.062938075";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.663506])";"30";"turtlesim1.sim";"1696501495.048846976";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.631509])";"30";"turtlesim2.sim";"1696501495.047750776";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.407529])";"30";"turtlesim3.sim";"1696501495.047684876";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.631509])";"30";"turtlesim1.sim";"1696501495.033231777";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.599512])";"30";"turtlesim2.sim";"1696501495.032596977";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.375531])";"30";"turtlesim3.sim";"1696501495.031578677";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.599512])";"30";"turtlesim1.sim";"1696501495.017000378";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.567515])";"30";"turtlesim2.sim";"1696501495.015916478";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.343534])";"30";"turtlesim3.sim";"1696501495.015858478";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.567515])";"30";"turtlesim1.sim";"1696501495.001096279";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.535517])";"30";"turtlesim2.sim";"1696501495.000178979";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.311537])";"30";"turtlesim3.sim";"1696501494.999655279";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.503520])";"30";"turtlesim2.sim";"1696501494.984648080";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.535517])";"30";"turtlesim1.sim";"1696501494.984466680";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.279540])";"30";"turtlesim3.sim";"1696501494.982925580";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.503520])";"30";"turtlesim1.sim";"1696501494.969200481";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.471523])";"30";"turtlesim2.sim";"1696501494.968110981";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.247543])";"30";"turtlesim3.sim";"1696501494.967281881";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.471523])";"30";"turtlesim1.sim";"1696501494.953213782";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.439526])";"30";"turtlesim2.sim";"1696501494.952065182";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.215545])";"30";"turtlesim3.sim";"1696501494.951490682";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.439526])";"30";"turtlesim1.sim";"1696501494.936917083";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.407529])";"30";"turtlesim2.sim";"1696501494.936774083";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.183548])";"30";"turtlesim3.sim";"1696501494.935633883";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.407529])";"30";"turtlesim1.sim";"1696501494.920927384";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.375531])";"30";"turtlesim2.sim";"1696501494.919795284";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.151551])";"30";"turtlesim3.sim";"1696501494.919706084";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.375531])";"30";"turtlesim1.sim";"1696501494.904741285";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.343534])";"30";"turtlesim2.sim";"1696501494.904108085";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.119554])";"30";"turtlesim3.sim";"1696501494.903293985";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.343534])";"30";"turtlesim1.sim";"1696501494.888921686";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.311537])";"30";"turtlesim2.sim";"1696501494.888038786";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.087556])";"30";"turtlesim3.sim";"1696501494.887380586";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.311537])";"30";"turtlesim1.sim";"1696501494.872599487";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.279540])";"30";"turtlesim2.sim";"1696501494.872598787";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.055559])";"30";"turtlesim3.sim";"1696501494.871727687";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.279540])";"30";"turtlesim1.sim";"1696501494.856756488";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.247543])";"30";"turtlesim2.sim";"1696501494.856610788";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.023562])";"30";"turtlesim3.sim";"1696501494.854935888";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.247543])";"30";"turtlesim1.sim";"1696501494.840475089";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.215545])";"30";"turtlesim2.sim";"1696501494.840384189";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.991565])";"30";"turtlesim3.sim";"1696501494.839386989";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.215545])";"30";"turtlesim1.sim";"1696501494.825064890";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.183548])";"30";"turtlesim2.sim";"1696501494.824021990";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.959568])";"30";"turtlesim3.sim";"1696501494.823563590";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.183548])";"30";"turtlesim1.sim";"1696501494.809163491";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.151551])";"30";"turtlesim2.sim";"1696501494.808033891";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.927570])";"30";"turtlesim3.sim";"1696501494.807344391";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.151551])";"30";"turtlesim1.sim";"1696501494.792778092";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.119554])";"30";"turtlesim2.sim";"1696501494.792568792";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.895573])";"30";"turtlesim3.sim";"1696501494.791803692";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.119554])";"30";"turtlesim1.sim";"1696501494.776523093";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.087556])";"30";"turtlesim2.sim";"1696501494.776404793";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.863576])";"30";"turtlesim3.sim";"1696501494.775552693";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.087556])";"30";"turtlesim1.sim";"1696501494.760498394";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.055559])";"30";"turtlesim2.sim";"1696501494.760168194";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.831579])";"30";"turtlesim3.sim";"1696501494.758741194";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.055559])";"30";"turtlesim1.sim";"1696501494.745433195";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.023562])";"30";"turtlesim2.sim";"1696501494.744181095";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.799582])";"30";"turtlesim3.sim";"1696501494.743132095";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=5.023562])";"30";"turtlesim1.sim";"1696501494.728679596";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.991565])";"30";"turtlesim2.sim";"1696501494.728680896";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.767584])";"30";"turtlesim3.sim";"1696501494.727429196";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.991565])";"30";"turtlesim1.sim";"1696501494.712738797";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.959568])";"30";"turtlesim2.sim";"1696501494.712581797";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.735587])";"30";"turtlesim3.sim";"1696501494.711025398";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.959568])";"30";"turtlesim1.sim";"1696501494.696886998";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.927570])";"30";"turtlesim2.sim";"1696501494.695777799";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.703590])";"30";"turtlesim3.sim";"1696501494.695024699";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.927570])";"30";"turtlesim1.sim";"1696501494.680317000";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.895573])";"30";"turtlesim2.sim";"1696501494.680167700";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.671593])";"30";"turtlesim3.sim";"1696501494.678849200";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.895573])";"30";"turtlesim1.sim";"1696501494.665087901";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.863576])";"30";"turtlesim2.sim";"1696501494.664179501";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.639596])";"30";"turtlesim3.sim";"1696501494.663316301";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.863576])";"30";"turtlesim1.sim";"1696501494.648725902";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.831579])";"30";"turtlesim2.sim";"1696501494.648606602";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.607598])";"30";"turtlesim3.sim";"1696501494.647516102";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.831579])";"30";"turtlesim1.sim";"1696501494.633139203";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.799582])";"30";"turtlesim2.sim";"1696501494.631758903";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.575601])";"30";"turtlesim3.sim";"1696501494.631664903";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.799582])";"30";"turtlesim1.sim";"1696501494.616328304";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.767584])";"30";"turtlesim2.sim";"1696501494.615978204";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.543604])";"30";"turtlesim3.sim";"1696501494.614953504";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.767584])";"30";"turtlesim1.sim";"1696501494.601418905";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.735587])";"30";"turtlesim2.sim";"1696501494.600142505";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.511607])";"30";"turtlesim3.sim";"1696501494.599151705";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.703590])";"30";"turtlesim2.sim";"1696501494.584589906";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.735587])";"30";"turtlesim1.sim";"1696501494.584626906";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.479609])";"30";"turtlesim3.sim";"1696501494.583459906";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.671593])";"30";"turtlesim2.sim";"1696501494.568636607";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.703590])";"30";"turtlesim1.sim";"1696501494.568645407";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.447612])";"30";"turtlesim3.sim";"1696501494.567523107";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.671593])";"30";"turtlesim1.sim";"1696501494.552622308";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.639596])";"30";"turtlesim2.sim";"1696501494.552540608";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.415615])";"30";"turtlesim3.sim";"1696501494.551648908";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.639596])";"30";"turtlesim1.sim";"1696501494.537193009";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.607598])";"30";"turtlesim2.sim";"1696501494.536295509";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.383618])";"30";"turtlesim3.sim";"1696501494.535709909";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.607598])";"30";"turtlesim1.sim";"1696501494.520813010";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.351621])";"30";"turtlesim3.sim";"1696501494.519980810";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.575601])";"30";"turtlesim2.sim";"1696501494.519990210";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.575601])";"30";"turtlesim1.sim";"1696501494.505292611";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.543604])";"30";"turtlesim2.sim";"1696501494.503738111";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.319623])";"30";"turtlesim3.sim";"1696501494.503272211";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.543604])";"30";"turtlesim1.sim";"1696501494.488597112";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.511607])";"30";"turtlesim2.sim";"1696501494.488233412";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.287626])";"30";"turtlesim3.sim";"1696501494.487620012";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.511607])";"30";"turtlesim1.sim";"1696501494.473057313";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.479609])";"30";"turtlesim2.sim";"1696501494.472022413";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.255629])";"30";"turtlesim3.sim";"1696501494.470969313";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.479609])";"30";"turtlesim1.sim";"1696501494.456443614";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.447612])";"30";"turtlesim2.sim";"1696501494.456374714";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.223632])";"30";"turtlesim3.sim";"1696501494.455368214";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.447612])";"30";"turtlesim1.sim";"1696501494.440245415";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.415615])";"30";"turtlesim2.sim";"1696501494.440112115";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.191635])";"30";"turtlesim3.sim";"1696501494.439649815";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.415615])";"30";"turtlesim1.sim";"1696501494.424335416";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.383618])";"30";"turtlesim2.sim";"1696501494.424088916";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.159637])";"30";"turtlesim3.sim";"1696501494.423224416";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.383618])";"30";"turtlesim1.sim";"1696501494.409333817";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.351621])";"30";"turtlesim2.sim";"1696501494.407880617";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.127640])";"30";"turtlesim3.sim";"1696501494.407547317";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.351621])";"30";"turtlesim1.sim";"1696501494.392251118";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.319623])";"30";"turtlesim2.sim";"1696501494.392171618";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.095643])";"30";"turtlesim3.sim";"1696501494.390995718";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.319623])";"30";"turtlesim1.sim";"1696501494.376797619";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.000423, y=4.063646])";"30";"turtlesim3.sim";"1696501494.375820919";"./src/turtle.cpp:update:260"
